ID,earnings,sex,age,mrd,educ,cworker,region,race,height,weight,occupation
503,44152.16016,0,40,1,13,3,2,1,65,135,5
504,44152.16016,1,58,5,16,1,1,1,68,140,1
505,28560.38672,0,35,6,16,1,3,2,62,195,4
506,14021.39453,0,28,6,12,1,4,1,64,210,4
507,6711.287598,1,34,6,12,1,2,2,73,210,8
508,84054.75,1,43,6,18,4,1,1,71,140,2
509,44152.16016,0,52,1,12,1,2,1,64,160,5
510,23362.87305,0,32,1,12,1,3,1,63,125,14
511,44152.16016,1,43,1,12,4,2,1,66,150,4
512,38925.33594,1,29,1,12,1,4,1,69,138,8
513,84054.75,0,43,1,13,6,3,1,68,150,12
514,44152.16016,1,57,1,15,6,3,1,71,195,2
515,84054.75,0,32,1,13,1,4,1,61,140,5
516,49430.10938,1,65,1,13,1,1,1,71,215,8
517,84054.75,1,60,1,18,3,3,1,73,205,1
518,84054.75,1,41,1,13,1,4,1,72,230,11
519,5675.895508,1,42,4,9,1,2,1,69,200,14
520,44152.16016,0,50,4,16,1,4,1,65,132,4
521,49430.10938,0,35,6,13,1,3,1,60,105,5
522,84054.75,1,37,4,14,1,1,1,66,140,2
523,49430.10938,0,45,1,13,1,3,1,62,145,5
524,9857.505859,1,27,6,18,3,2,1,71,152,2
525,23362.87305,1,39,6,14,2,3,2,70,185,15
526,84054.75,0,43,1,14,4,1,3,68,120,5
527,23362.87305,0,45,4,12,1,3,2,69,178,13
528,28560.38672,0,56,1,11,1,4,1,62,130,5
529,84054.75,1,48,1,16,4,1,1,69,210,7
530,33712.96875,1,27,1,12,1,3,1,68,208,15
531,23362.87305,0,59,1,12,1,4,1,62,135,8
532,44152.16016,0,31,1,12,1,4,1,69,145,8
533,84054.75,0,47,1,14,1,2,1,64,115,3
534,84054.75,1,45,1,12,6,3,1,70,200,4
535,84054.75,0,40,1,14,1,2,1,66,175,13
536,28560.38672,1,40,1,12,2,2,1,70,200,8
537,33712.96875,1,31,4,13,1,3,1,74,220,4
538,84054.75,0,52,1,18,1,1,1,63,170,2
539,38925.33594,1,34,6,18,1,4,1,68,160,2
540,28560.38672,1,52,4,10,1,3,1,68,140,10
541,44152.16016,1,30,1,12,1,4,1,70,195,10
542,33712.96875,1,26,1,16,6,4,1,70,195,4
543,84054.75,0,32,1,16,1,3,1,64,130,2
544,38925.33594,0,38,6,13,1,1,2,63,170,5
545,84054.75,0,32,1,12,6,4,1,61,145,8
546,84054.75,1,43,1,14,1,2,1,71,165,10
547,10865.42871,1,43,5,11,1,1,1,66,139,13
548,84054.75,0,44,1,18,6,1,1,66,130,2
549,84054.75,1,59,1,11,1,3,2,70,180,14
550,49430.10938,0,44,1,12,1,1,1,64,135,8
551,84054.75,1,53,1,18,1,3,4,66,137,2
552,17171.26367,0,38,4,12,1,3,1,64,120,2
553,44152.16016,1,46,4,16,1,4,1,69,185,2
554,84054.75,0,47,1,13,6,4,1,62,140,8
555,84054.75,0,50,1,12,4,1,1,61,188,5
556,84054.75,0,30,1,12,1,1,1,62,105,1
557,84054.75,0,31,1,18,1,3,1,67,501,2
558,38925.33594,0,50,1,12,6,2,1,62,98,4
559,28560.38672,1,50,1,18,1,3,1,75,250,1
560,84054.75,0,43,1,17,1,2,1,65,120,2
561,38925.33594,0,65,4,18,1,3,1,62,130,1
562,84054.75,0,35,1,16,5,3,1,67,135,4
563,44152.16016,0,40,1,16,1,3,1,66,118,1
564,49430.10938,0,29,1,14,1,3,1,67,130,12
565,84054.75,0,26,1,12,1,4,1,60,105,5
566,23362.87305,1,36,4,14,1,3,2,70,154,3
567,11953.45508,0,51,4,10,1,2,1,65,200,4
568,84054.75,0,49,1,16,3,2,1,66,118,2
569,10865.42871,1,31,4,13,1,4,1,71,170,5
570,84054.75,0,48,1,18,1,2,4,63,145,2
571,20305.50977,1,45,1,16,3,2,1,70,190,7
572,28560.38672,0,36,1,11,1,3,1,66,142,5
573,84054.75,1,28,1,13,3,1,1,70,205,7
574,10865.42871,0,49,3,12,1,3,1,67,210,5
575,33712.96875,1,46,6,12,4,3,1,68,220,7
576,44152.16016,1,63,1,12,1,4,1,70,210,4
577,28560.38672,0,51,4,13,1,3,1,66,124,3
578,19237.19531,1,59,4,13,6,1,1,68,148,1
579,84054.75,0,30,1,15,1,2,1,65,140,4
580,19237.19531,0,27,1,12,1,1,1,65,150,8
581,38925.33594,1,27,1,12,1,1,1,72,205,8
582,16081.58789,0,51,4,8,4,3,2,63,119,8
583,49430.10938,0,29,1,12,1,3,1,58,180,1
584,7782.854004,1,35,6,12,1,3,1,67,130,15
585,18168.8418,1,52,1,12,4,2,1,72,177,14
586,28560.38672,0,33,1,10,1,3,1,61,125,13
587,11953.45508,1,43,6,12,1,1,1,70,140,13
588,84054.75,1,33,1,16,6,2,1,70,190,1
589,23362.87305,0,36,1,13,1,1,1,61,125,8
590,19237.19531,1,25,1,14,1,2,4,72,220,7
591,49430.10938,0,34,1,16,1,2,1,61,200,5
592,84054.75,1,32,1,16,1,1,1,72,175,4
593,23362.87305,1,38,4,12,1,4,1,74,240,15
594,10865.42871,1,40,6,12,1,2,1,75,160,9
595,84054.75,1,51,4,13,1,3,1,72,220,2
596,49430.10938,1,41,1,14,1,1,1,76,200,1
597,49430.10938,0,40,1,15,1,4,1,69,220,5
598,12954.76563,0,35,5,12,3,2,1,66,215,8
599,28560.38672,0,31,4,18,1,2,1,62,125,2
600,18168.8418,1,47,3,12,6,3,1,75,190,11
601,38925.33594,1,55,4,12,3,4,1,72,194,14
602,23362.87305,1,40,6,12,1,4,1,72,190,4
603,49430.10938,1,27,1,12,1,3,1,72,180,10
604,33712.96875,0,26,4,15,1,2,1,67,122,4
605,84054.75,1,44,1,16,3,4,1,69,180,2
606,38925.33594,0,41,1,12,3,3,1,62,160,2
607,49430.10938,0,49,1,12,1,3,1,66,185,5
608,84054.75,1,27,1,16,1,1,1,70,210,2
609,8826.651367,0,58,3,12,1,3,1,64,145,5
610,84054.75,0,46,1,18,4,3,1,61,200,2
611,20305.50977,1,37,1,17,2,1,1,68,170,5
612,49430.10938,1,31,1,12,1,2,1,71,180,5
613,20305.50977,0,38,1,12,1,2,1,60,140,13
614,84054.75,0,45,1,12,1,2,1,61,110,1
615,15081.97559,0,46,4,13,1,2,1,64,145,13
616,84054.75,0,59,3,18,6,1,1,66,501,2
617,38925.33594,0,29,1,15,1,2,1,68,116,5
618,33712.96875,1,30,1,17,6,3,1,74,240,2
619,84054.75,0,45,1,16,1,3,1,65,135,3
620,14021.39453,1,31,6,16,1,1,1,70,190,4
621,44152.16016,0,56,1,8,1,2,1,63,180,8
622,84054.75,1,60,1,12,1,4,1,68,183,7
623,84054.75,1,35,1,12,1,3,1,70,150,15
624,84054.75,1,47,1,12,1,1,1,69,185,13
625,28560.38672,0,36,6,16,1,2,1,68,172,5
626,28560.38672,0,58,5,12,2,1,2,66,155,5
627,84054.75,0,30,1,16,1,1,1,64,165,2
628,84054.75,1,25,6,16,1,2,3,72,217,4
629,44152.16016,0,34,6,16,2,2,1,69,225,3
630,49430.10938,0,31,6,17,1,3,4,60,147,1
631,33712.96875,0,41,1,17,6,4,4,62,140,2
632,84054.75,0,33,1,18,4,2,1,66,150,2
633,33712.96875,1,38,6,17,1,1,3,67,148,3
634,33712.96875,0,60,1,12,1,1,1,63,129,5
635,11953.45508,1,36,1,12,1,2,1,67,145,11
636,84054.75,0,34,1,12,1,4,1,70,210,8
637,84054.75,1,31,6,16,6,4,1,74,190,1
638,20305.50977,0,44,4,13,1,2,1,62,501,5
639,33712.96875,1,51,1,12,6,2,1,67,150,11
640,17171.26367,1,29,5,13,1,4,3,67,240,2
641,49430.10938,1,55,1,18,3,3,1,71,210,5
642,33712.96875,1,56,1,12,6,2,1,70,251,14
643,84054.75,0,47,1,18,4,1,1,64,140,2
644,23362.87305,0,44,5,12,1,3,2,63,140,5
645,23362.87305,0,58,1,15,1,3,3,60,140,5
646,49430.10938,1,35,1,12,1,3,1,68,165,12
647,49430.10938,0,33,1,14,1,2,1,62,175,8
648,33712.96875,0,49,1,12,1,2,1,60,108,13
649,84054.75,0,48,1,13,6,4,1,64,140,4
650,6711.287598,0,55,4,12,1,3,2,66,180,6
651,28560.38672,0,34,1,12,1,1,1,64,110,1
652,23362.87305,0,27,1,13,1,4,4,65,150,4
653,84054.75,1,57,1,13,1,4,1,71,190,4
654,49430.10938,0,52,1,12,2,3,1,61,140,1
655,38925.33594,0,46,1,12,1,3,1,64,110,13
656,84054.75,0,38,1,15,5,1,1,62,140,4
657,44152.16016,0,45,4,18,3,3,1,66,135,2
658,84054.75,1,47,4,17,1,1,1,73,200,2
659,44152.16016,0,25,1,12,1,2,1,62,105,8
660,84054.75,0,47,1,6,1,4,3,62,150,14
661,84054.75,0,59,1,12,1,2,1,65,155,8
662,84054.75,0,36,1,11,1,1,1,66,130,5
663,84054.75,1,45,1,18,1,4,1,72,180,1
664,23362.87305,0,25,1,13,1,2,1,67,130,8
665,84054.75,1,57,1,16,6,3,1,72,165,9
666,23362.87305,0,40,1,12,6,2,1,65,185,8
667,28560.38672,1,46,1,12,1,2,1,65,200,13
668,38925.33594,1,26,6,16,1,1,1,74,180,13
669,84054.75,0,55,1,13,1,2,1,69,150,5
670,33712.96875,1,36,6,14,2,3,1,71,180,5
671,44152.16016,1,28,4,16,1,3,3,72,190,1
672,84054.75,0,38,2,17,4,1,2,62,140,2
673,23362.87305,1,25,1,14,1,4,1,64,140,14
674,84054.75,0,31,1,17,1,1,1,66,140,13
675,15081.97559,1,60,1,6,1,4,3,67,210,13
676,84054.75,1,59,1,12,2,3,1,71,250,8
677,15081.97559,0,51,1,12,6,3,1,66,501,4
678,84054.75,0,40,1,14,1,3,1,67,162,2
679,16081.58789,0,33,1,12,1,3,1,64,140,4
680,17171.26367,1,38,1,12,1,2,1,66,151,5
681,84054.75,0,35,1,12,1,3,1,66,140,5
682,23362.87305,1,29,6,13,1,1,1,71,226,13
683,23362.87305,0,34,2,16,3,2,1,66,135,5
684,84054.75,1,38,1,16,1,2,1,72,185,2
685,44152.16016,1,65,1,12,1,4,1,71,175,13
686,44152.16016,1,42,1,12,1,2,1,70,180,13
687,84054.75,0,42,1,17,1,1,1,67,119,2
688,44152.16016,1,46,1,15,2,2,1,76,250,5
689,84054.75,0,48,1,12,1,2,1,63,198,1
690,14021.39453,0,52,4,12,1,3,2,63,160,1
691,12954.76563,1,33,6,12,1,2,1,69,210,8
692,49430.10938,1,42,1,10,1,3,1,71,200,10
693,23362.87305,1,33,1,8,1,3,1,72,175,11
694,28560.38672,1,28,6,14,1,1,1,69,160,4
695,16081.58789,0,27,1,11,1,3,1,61,150,8
696,38925.33594,1,29,6,13,1,1,1,71,168,1
697,28560.38672,1,43,4,16,1,2,1,69,170,4
698,28560.38672,1,36,1,16,3,3,2,68,190,2
699,28560.38672,1,33,1,12,1,3,1,74,230,13
700,49430.10938,0,47,1,16,1,3,1,62,140,5
701,10865.42871,0,31,6,12,1,1,1,66,501,8
702,38925.33594,1,34,1,12,1,2,1,70,195,8
703,49430.10938,1,34,1,12,1,2,1,77,205,12
704,49430.10938,0,28,1,13,1,3,3,67,190,8
705,44152.16016,1,47,1,12,1,2,1,69,210,12
706,23362.87305,0,60,1,12,1,3,1,63,152,4
707,84054.75,0,35,1,14,1,2,1,65,160,3
708,84054.75,0,28,1,14,1,2,1,67,190,2
709,84054.75,0,42,6,12,1,2,2,64,135,5
710,44152.16016,0,42,1,12,1,3,1,69,180,14
711,84054.75,0,51,1,12,4,1,1,69,153,5
712,38925.33594,0,47,6,18,4,3,1,66,140,2
713,38925.33594,0,43,3,14,1,1,1,62,160,4
714,23362.87305,1,26,6,16,1,3,1,67,145,5
715,49430.10938,1,28,1,12,1,3,1,74,240,13
716,49430.10938,0,31,1,12,1,3,2,61,170,1
717,84054.75,0,31,6,18,4,4,1,64,140,2
718,49430.10938,0,59,1,12,1,3,1,60,115,1
719,84054.75,1,59,1,18,3,2,1,71,190,2
720,28560.38672,0,37,1,12,1,1,4,57,80,13
721,4726.391113,0,57,1,2,6,3,3,61,145,1
722,28560.38672,1,34,5,12,6,1,1,70,170,1
723,33712.96875,0,56,3,15,1,1,1,68,170,2
724,84054.75,0,43,1,18,1,2,1,67,118,2
725,84054.75,1,33,1,12,5,2,1,67,180,11
726,84054.75,0,29,1,16,1,4,3,62,174,1
727,28560.38672,0,41,5,13,1,3,2,65,170,7
728,84054.75,0,40,1,12,1,1,1,69,200,5
729,84054.75,0,47,1,15,3,4,1,62,150,1
730,49430.10938,1,50,3,12,6,2,1,70,165,4
731,23362.87305,0,29,1,12,1,3,1,60,145,8
732,33712.96875,1,41,1,12,3,3,2,70,204,8
733,33712.96875,1,32,1,12,1,1,1,71,200,15
734,16081.58789,1,43,1,12,1,3,1,67,188,14
735,33712.96875,0,41,6,18,4,1,1,64,174,2
736,44152.16016,1,43,1,9,1,3,1,68,187,14
737,28560.38672,1,39,6,12,1,3,1,70,190,3
738,84054.75,1,41,1,12,1,4,1,73,230,14
739,84054.75,0,48,1,18,4,1,1,61,138,2
740,84054.75,0,50,4,15,6,3,1,68,155,5
741,17171.26367,0,35,6,14,1,2,2,63,140,8
742,10865.42871,1,40,1,14,6,1,1,66,225,9
743,84054.75,0,32,1,13,6,4,1,65,135,8
744,33712.96875,0,29,1,12,1,2,1,64,140,3
745,49430.10938,1,33,1,12,1,3,2,73,150,4
746,84054.75,0,36,1,16,1,3,1,68,140,2
747,84054.75,0,44,1,14,2,3,2,65,130,1
748,23362.87305,0,41,6,12,1,1,1,64,130,3
749,28560.38672,1,65,1,10,1,1,1,70,185,14
750,19237.19531,0,30,4,13,2,1,1,64,125,7
751,84054.75,0,53,1,12,1,4,2,65,169,3
752,28560.38672,1,29,6,14,1,3,2,73,198,10
753,84054.75,0,37,1,13,3,1,1,59,170,5
754,84054.75,1,38,1,12,1,3,1,72,205,8
755,19237.19531,0,60,2,12,1,2,2,64,190,8
756,28560.38672,0,50,3,12,1,3,1,68,165,13
757,49430.10938,0,39,1,16,1,4,4,62,135,1
758,84054.75,1,39,1,14,1,1,1,72,190,4
759,84054.75,0,26,1,16,1,2,1,67,125,2
760,49430.10938,0,30,1,12,1,3,1,66,125,14
761,28560.38672,0,45,1,9,1,3,2,64,135,4
762,49430.10938,0,52,1,12,1,1,1,60,130,5
763,38925.33594,0,49,4,13,1,1,1,63,115,5
764,14021.39453,0,55,6,12,1,4,4,58,107,13
765,18168.8418,0,50,3,12,1,1,1,63,289,13
766,49430.10938,1,41,1,13,1,3,1,73,200,2
767,28560.38672,0,32,1,12,6,2,1,65,160,4
768,84054.75,1,40,1,16,1,2,1,75,190,4
769,33712.96875,0,42,4,13,3,2,1,63,252,5
770,8826.651367,1,51,1,12,1,2,1,71,185,13
771,28560.38672,1,41,1,13,1,3,1,74,205,2
772,38925.33594,0,37,6,18,3,3,1,66,116,2
773,38925.33594,0,57,1,12,1,2,1,67,200,13
774,84054.75,0,32,1,14,1,4,1,66,130,4
775,38925.33594,0,26,1,12,1,2,1,59,95,8
776,16081.58789,0,55,4,15,1,2,1,64,165,1
777,84054.75,1,27,1,16,1,2,1,72,200,1
778,33712.96875,1,37,4,12,1,3,2,73,178,13
779,19237.19531,0,46,5,13,1,4,1,69,200,3
780,84054.75,0,31,2,16,1,3,1,62,125,1
781,28560.38672,0,59,4,12,1,2,1,63,170,13
782,49430.10938,1,32,1,12,1,4,1,71,230,10
783,84054.75,1,32,1,15,1,1,1,63,160,2
784,38925.33594,0,48,1,13,4,1,1,60,501,5
785,33712.96875,0,35,1,14,1,2,1,61,135,8
786,33712.96875,0,38,3,12,1,1,2,62,165,8
787,38925.33594,0,31,1,12,1,4,3,63,184,1
788,44152.16016,1,49,1,18,5,2,1,73,240,4
789,28560.38672,1,65,1,16,1,2,1,70,175,2
790,84054.75,0,31,6,12,1,4,2,71,130,5
791,84054.75,0,52,1,15,1,3,1,64,142,4
792,28560.38672,0,61,4,12,1,1,1,66,190,5
793,33712.96875,0,30,4,13,1,2,1,64,240,1
794,38925.33594,1,35,6,16,1,3,1,74,200,2
795,18168.8418,1,33,1,15,1,3,3,67,185,5
796,28560.38672,0,40,1,19,6,3,1,69,250,6
797,33712.96875,1,37,6,13,1,4,1,70,165,2
798,33712.96875,0,37,1,12,1,1,1,68,140,1
799,84054.75,1,43,1,12,1,3,1,71,190,10
800,38925.33594,0,38,1,16,3,3,1,66,135,2
801,23362.87305,1,29,1,11,1,3,1,69,200,9
802,44152.16016,1,48,4,15,6,2,1,73,225,11
803,84054.75,0,41,1,18,4,4,1,69,140,2
804,12954.76563,0,25,6,17,1,2,1,68,190,2
805,23362.87305,0,43,4,12,1,2,1,67,160,1
806,15081.97559,0,34,6,12,1,3,2,64,143,13
807,84054.75,0,58,1,16,1,1,1,61,100,4
808,84054.75,0,32,5,17,4,4,2,60,170,5
809,49430.10938,0,40,6,16,1,3,1,61,200,1
810,12954.76563,0,42,1,13,4,3,1,63,165,5
811,17171.26367,0,32,6,12,1,2,1,65,225,3
812,33712.96875,1,45,4,12,1,4,1,72,260,10
813,12954.76563,0,42,4,13,1,2,1,65,120,8
814,33712.96875,0,38,1,15,5,1,1,62,130,4
815,84054.75,1,30,1,15,1,3,2,72,195,15
816,33712.96875,1,52,4,13,1,3,1,66,150,5
817,84054.75,1,41,1,16,1,1,1,71,168,2
818,23362.87305,0,37,6,14,1,3,3,59,145,4
819,84054.75,0,35,1,12,4,3,1,61,110,5
820,33712.96875,1,26,1,14,6,3,3,68,160,4
821,33712.96875,0,49,1,12,6,2,1,63,105,8
822,23362.87305,0,62,4,8,1,2,2,62,230,8
823,11953.45508,1,64,3,2,1,3,3,66,175,13
824,44152.16016,0,25,6,16,1,1,4,63,145,2
825,33712.96875,0,30,1,12,6,1,1,61,110,9
826,44152.16016,1,42,3,12,5,3,1,70,155,11
827,23362.87305,1,52,1,12,1,2,3,71,150,15
828,6711.287598,0,44,5,6,4,4,3,62,140,8
829,44152.16016,0,59,1,16,1,4,4,61,110,2
830,84054.75,1,50,1,6,5,1,1,68,196,1
831,84054.75,1,51,1,18,3,4,1,73,200,1
832,84054.75,1,39,1,12,1,2,1,71,190,15
833,33712.96875,1,39,1,12,1,1,1,72,150,10
834,20305.50977,0,30,4,11,1,3,1,60,109,3
835,38925.33594,0,46,6,16,1,2,1,62,108,5
836,28560.38672,0,26,1,10,1,3,1,68,160,4
837,49430.10938,1,29,1,12,1,4,2,71,225,3
838,23362.87305,1,42,4,14,6,4,1,71,195,4
839,84054.75,0,52,1,18,1,1,1,64,180,2
840,84054.75,1,56,1,17,4,2,1,71,190,2
841,44152.16016,0,43,1,15,1,2,1,63,190,2
842,84054.75,0,31,1,14,1,2,1,65,130,5
843,19237.19531,1,40,4,12,6,2,1,69,175,1
844,18168.8418,0,30,5,18,1,4,1,64,140,2
845,84054.75,0,30,6,16,1,3,1,66,150,2
846,84054.75,0,49,1,16,4,2,2,62,165,2
847,16081.58789,1,40,1,12,6,2,1,67,156,10
848,84054.75,1,46,1,16,5,1,1,70,184,4
849,84054.75,1,50,1,14,1,1,1,68,175,4
850,23362.87305,0,60,4,13,1,4,1,65,220,5
851,23362.87305,0,33,1,12,1,3,1,64,150,15
852,18168.8418,1,35,5,9,1,2,2,72,190,15
853,84054.75,1,56,5,16,6,1,1,67,168,1
854,49430.10938,0,41,1,9,1,1,1,61,501,13
855,44152.16016,1,49,1,14,6,4,1,71,180,9
856,33712.96875,0,30,1,13,1,2,1,64,128,6
857,14021.39453,0,29,4,12,1,2,2,63,145,8
858,49430.10938,1,52,1,18,1,3,1,69,180,2
859,84054.75,0,38,1,16,1,2,1,64,165,2
860,16081.58789,1,29,1,12,1,1,3,65,150,9
861,38925.33594,1,31,1,12,2,2,1,73,185,5
862,38925.33594,1,39,1,12,1,3,2,69,130,8
863,33712.96875,0,55,3,14,1,2,1,65,165,3
864,33712.96875,1,29,1,12,3,2,1,73,190,11
865,44152.16016,1,43,1,18,1,3,1,67,150,2
866,20305.50977,1,31,6,12,6,3,1,73,183,4
867,23362.87305,1,56,1,10,1,1,1,67,165,13
868,44152.16016,1,59,3,12,1,2,1,70,225,13
869,10865.42871,0,40,2,7,1,2,2,68,218,2
870,20305.50977,1,33,1,13,1,4,3,70,185,4
871,84054.75,1,32,1,12,1,3,1,71,296,14
872,84054.75,1,49,1,16,1,4,1,68,175,4
873,84054.75,0,50,3,12,1,3,2,63,160,1
874,84054.75,0,46,1,13,1,2,1,63,117,5
875,33712.96875,0,34,1,12,1,3,1,63,110,15
876,84054.75,0,36,1,16,1,2,1,66,145,1
877,84054.75,1,53,1,18,4,1,1,69,160,2
878,23362.87305,0,58,1,12,4,2,1,65,135,8
879,28560.38672,1,32,1,16,4,3,1,75,200,7
880,84054.75,0,37,1,17,4,2,1,66,130,2
881,84054.75,1,45,1,12,4,1,1,66,200,1
882,28560.38672,1,36,1,12,1,3,1,68,130,13
883,23362.87305,0,33,1,12,4,3,1,70,150,5
884,84054.75,0,40,1,13,4,4,1,66,140,8
885,33712.96875,0,57,4,12,3,1,1,64,146,8
886,84054.75,1,54,1,11,1,3,2,71,160,13
887,38925.33594,1,36,1,12,4,3,1,76,245,7
888,84054.75,1,46,1,18,1,1,1,71,300,4
889,84054.75,1,40,1,16,1,4,4,68,130,2
890,84054.75,1,34,1,16,1,3,1,70,200,2
891,84054.75,1,38,1,18,1,3,1,71,170,2
892,38925.33594,0,52,4,14,1,1,3,65,120,8
893,84054.75,1,59,1,12,1,3,1,71,178,2
894,23362.87305,1,34,1,18,1,4,1,69,170,9
895,84054.75,0,39,1,13,1,2,1,66,150,9
896,84054.75,0,31,1,12,1,3,1,62,110,4
897,14021.39453,0,29,4,11,1,3,1,64,110,5
898,84054.75,1,39,1,11,1,4,1,76,195,10
899,28560.38672,1,43,4,12,2,2,1,73,180,1
900,44152.16016,1,30,6,16,1,2,2,72,185,3
901,12954.76563,0,25,6,14,1,2,1,64,130,1
902,23362.87305,1,34,1,15,1,2,1,72,185,10
903,33712.96875,0,31,6,16,6,4,3,67,150,8
904,84054.75,1,51,1,16,3,3,1,65,170,2
905,84054.75,1,58,1,18,1,1,4,64,148,2
906,33712.96875,1,45,1,12,4,1,2,69,220,15
907,84054.75,1,44,1,17,1,2,1,69,170,4
908,84054.75,0,41,1,18,1,3,2,67,145,2
909,28560.38672,0,50,4,15,1,2,1,63,170,2
910,23362.87305,1,31,4,6,1,2,3,66,170,13
911,38925.33594,1,41,4,12,1,4,1,72,160,11
912,84054.75,1,53,4,14,1,2,1,75,215,13
913,33712.96875,0,46,6,12,1,1,1,62,165,1
914,84054.75,0,60,4,17,1,3,3,66,148,2
915,84054.75,0,31,6,16,1,2,1,65,115,1
916,12954.76563,1,32,1,11,1,2,1,70,240,8
917,18168.8418,0,60,3,14,4,3,2,68,178,8
918,38925.33594,1,35,6,16,1,3,1,72,255,1
919,23362.87305,1,50,4,12,1,3,1,67,175,13
920,7782.854004,0,63,3,12,1,3,2,67,205,8
921,16081.58789,1,36,6,14,1,4,2,68,150,5
922,23362.87305,0,42,1,12,1,2,1,68,160,1
923,44152.16016,0,56,1,12,1,3,1,63,185,2
924,23362.87305,0,58,1,11,1,4,3,61,124,13
925,84054.75,1,47,4,12,1,1,2,70,200,13
926,23362.87305,1,41,4,12,1,2,1,69,190,13
927,44152.16016,0,52,1,15,1,4,1,68,168,1
928,33712.96875,1,43,6,13,1,3,1,69,178,2
929,84054.75,1,52,6,18,1,4,1,71,185,2
930,84054.75,1,53,1,16,1,3,1,70,200,4
931,20305.50977,0,26,1,11,1,4,1,64,120,1
932,10865.42871,0,34,6,12,1,2,2,62,150,2
933,33712.96875,0,42,4,14,1,2,1,67,160,4
934,84054.75,0,44,1,18,3,2,3,60,135,2
935,19237.19531,1,31,6,10,1,2,2,67,180,1
936,33712.96875,0,36,1,12,1,2,1,68,300,5
937,38925.33594,1,37,4,12,2,2,1,66,145,5
938,38925.33594,0,47,4,18,3,4,1,64,160,2
939,23362.87305,0,33,4,18,1,3,1,61,250,13
940,84054.75,0,51,1,12,1,1,1,60,130,4
941,84054.75,0,49,1,16,4,3,1,65,130,2
942,28560.38672,1,28,1,9,1,4,3,66,185,5
943,84054.75,1,52,1,18,1,1,1,71,175,2
944,33712.96875,1,56,1,12,1,1,1,68,223,13
945,33712.96875,1,55,6,12,6,4,1,70,180,10
946,84054.75,1,37,1,12,1,1,1,70,250,10
947,49430.10938,1,34,1,12,1,3,1,75,270,10
948,10865.42871,0,63,3,3,1,1,1,62,140,8
949,44152.16016,1,33,4,16,6,3,1,68,145,5
950,44152.16016,1,35,1,13,1,2,1,76,220,13
951,15081.97559,0,47,1,12,6,3,1,68,127,8
952,28560.38672,0,38,1,12,1,1,1,64,175,4
953,84054.75,1,45,1,15,5,2,1,72,210,4
954,84054.75,1,49,6,16,1,1,1,70,150,1
955,23362.87305,1,25,6,16,1,4,1,71,170,4
956,16081.58789,1,30,6,12,1,2,1,71,155,11
957,84054.75,1,57,1,9,6,2,1,68,198,9
958,44152.16016,0,28,1,12,1,3,1,70,119,8
959,38925.33594,1,32,6,17,1,3,1,72,155,4
960,23362.87305,1,30,6,16,1,3,3,69,180,1
961,44152.16016,0,54,4,18,1,4,1,62,154,1
962,38925.33594,1,40,1,12,1,1,1,64,135,15
963,38925.33594,0,25,1,14,1,1,1,69,122,5
964,23362.87305,0,40,5,12,1,3,1,62,140,5
965,28560.38672,0,29,1,11,1,1,1,61,145,4
966,10865.42871,0,26,4,12,4,3,2,67,130,14
967,5675.895508,0,30,6,11,1,3,2,66,155,8
968,17171.26367,1,31,1,15,1,3,1,71,165,13
969,4726.391113,0,39,5,7,1,4,3,63,100,8
970,28560.38672,0,31,1,12,6,4,1,66,130,4
971,28560.38672,1,51,6,16,4,2,1,70,165,5
972,33712.96875,1,42,1,12,6,4,1,68,195,1
973,84054.75,1,55,1,16,1,1,1,72,192,4
974,49430.10938,0,45,1,16,1,4,2,68,161,2
975,84054.75,1,50,1,12,4,1,1,69,275,7
976,28560.38672,0,54,1,16,1,4,1,66,140,5
977,23362.87305,1,52,1,12,6,3,1,72,200,8
978,33712.96875,1,27,6,16,1,2,1,73,180,4
979,84054.75,0,36,1,16,1,1,1,69,137,3
980,20305.50977,1,42,1,12,4,2,1,69,165,8
981,33712.96875,1,26,6,16,1,2,1,74,230,4
982,84054.75,1,45,1,16,1,1,1,68,170,1
983,84054.75,1,35,1,16,1,3,1,70,170,4
984,17171.26367,1,35,6,5,1,3,3,62,170,15
985,38925.33594,0,30,1,12,1,2,1,64,130,15
986,84054.75,1,29,1,17,1,1,1,68,200,2
987,33712.96875,0,48,3,14,1,4,3,62,140,5
988,49430.10938,0,36,1,16,1,2,1,67,215,3
989,44152.16016,1,53,1,12,1,2,1,74,180,4
990,49430.10938,0,52,1,12,3,1,1,68,143,4
991,9857.505859,0,37,5,9,1,2,2,66,116,8
992,84054.75,0,32,1,16,4,3,1,68,176,1
993,20305.50977,0,27,1,12,1,1,1,67,137,15
994,12954.76563,0,34,1,12,1,4,1,63,501,4
995,28560.38672,0,63,1,12,1,1,1,67,160,5
996,28560.38672,0,29,1,18,1,1,1,63,154,8
997,18168.8418,0,42,4,14,1,4,3,66,140,5
998,23362.87305,0,35,4,14,3,2,1,67,108,5
999,33712.96875,1,43,4,12,1,4,1,66,160,13
1000,16081.58789,0,55,3,13,1,4,1,68,190,4
1001,38925.33594,1,47,4,12,1,2,1,71,170,11
1002,44152.16016,1,43,1,15,1,3,1,67,220,4
1003,23362.87305,1,49,1,12,1,3,1,68,160,4
1004,23362.87305,1,49,5,10,1,3,1,68,140,13
1005,84054.75,1,52,4,14,1,3,1,71,180,13
1006,44152.16016,0,47,1,17,4,2,1,67,155,2
